FILING_ID,AMEND_ID,LINE_ITEM,REC_TYPE,FORM_TYPE,TRAN_ID,AMOUNT,EXP_DATE,EXPN_DSCR,MEMO_CODE,MEMO_REFNO,DATE_THRU
1178288,0,1,S496,F496,2006-2705,8000,5/31/2006 12:00:00 AM,Mailer,,2006-2705 ,
1178296,0,1,S496,F496,2006-2707,20827,5/31/2006 12:00:00 AM,Mailer,,2006-2707 ,
1178299,0,1,S496,F496,2006-2711,11395.44,5/31/2006 12:00:00 AM,Cable Advertisement,,2006-2711 ,
1178300,0,1,S496,F496,2006-2712,45581.76,5/31/2006 12:00:00 AM,Cable Advertisement,,2006-2712 ,
1178308,0,1,S496,F496,1,1029.38,6/1/2006 12:00:00 AM,Payment for automated phone banking,,,6/1/2006 12:00:00 AM
1173034,1,1,S496,F496,EDT213,50000,5/22/2006 12:00:00 AM,TELEVISION ADS,,,
1173034,1,2,S496,F496,NON1555,500,5/22/2006 12:00:00 AM,"CONSULTING, POLLING AND RESEARCH",,,
1178313,0,1,S496,F496,EDT6,21041.99,6/1/2006 12:00:00 AM,"Printing, production and postage for campaign literature.",,,
1163102,1,1,S496,F496,EDT209,30000,4/18/2006 12:00:00 AM,CONSULTING FEE,,,
1165844,1,1,S496,F496,EDT210,12614.87,4/26/2006 12:00:00 AM,CAMPAIGN RESEARCH,,,
1178333,0,1,S496,F496,EDT17,15875317,5/31/2006 12:00:00 AM,Literature,,,
1178344,0,1,S496,F496,EDT206,190000,5/31/2006 12:00:00 AM,Radio Placement,,,
1178349,0,1,S496,F496,1,13465.60,5/31/2006 12:00:00 AM,Mailer production postage and distribution,,,6/6/2006 12:00:00 AM
1178400,0,1,S496,F496,F496-742,35000,6/1/2006 12:00:00 AM,Telephone Voter Contact,,,
1178410,0,1,S496,F496,F496-740,1000,6/1/2006 12:00:00 AM,Mailing,,,
1178410,0,2,S496,F496,F496-743,4773.23,6/1/2006 12:00:00 AM,Telephone Voter Contact,,,
1178411,0,1,S496,F496,363152,2500,6/1/2006 12:00:00 AM,,,,
1178456,0,1,S496,F496,EDT109,10000,6/1/2006 12:00:00 AM,Radio Ad,,,
1178470,0,1,S496,F496,363154,1261.80,6/2/2006 12:00:00 AM,Automated calling,,,
1178532,0,1,S496,F496,PDT3,12730,6/1/2006 12:00:00 AM,Postage,,,
1178532,0,2,S496,F496,PDT4,39480,6/1/2006 12:00:00 AM,LIT,,,
1178533,0,1,S496,F496,PDT1,38946.65,6/1/2006 12:00:00 AM,Postage,,,
1178533,0,2,S496,F496,PDT2,74191,6/1/2006 12:00:00 AM,LIT,,,
1177069,1,1,S496,F496,2006-0062,11366.76,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1177070,1,1,S496,F496,2006-0063,11366.76,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1177071,1,1,S496,F496,2006-0064,12110.44,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1177072,1,1,S496,F496,2006-0065,30660.61,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1177077,1,1,S496,F496,2006-0067,2611.65,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1177078,1,1,S496,F496,2006-0068,1345.46,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1173023,1,1,S496,F496,F496-755,17701.09,5/22/2006 12:00:00 AM,Production and Mailing of Brochure,,,
1173502,1,1,S496,F496,F496-756,100000,5/23/2006 12:00:00 AM,TV Buy,,,
1173502,1,2,S496,F496,F496-757,50000,5/23/2006 12:00:00 AM,Radio Ad,,,
1174596,1,1,S496,F496,F496-758,16474.26,5/24/2006 12:00:00 AM,Production and Mailing of Postcard,,,
1178614,0,1,S496,F496,2006-2704,5441.58,6/1/2006 12:00:00 AM,Mailer,,2006-2704 ,
1178618,0,1,S496,F496,2006-2492,29730.94,6/1/2006 12:00:00 AM,Mailer,,2006-2492 ,
1220587,0,1,S496,F496,1,346.57,10/31/2006 12:00:00 AM,Distribution of Mail Pieces - Phoenix Direct,,1,
1220587,0,2,S496,F496,2,845.07,10/31/2006 12:00:00 AM,Postage cost for mail pieces - U.S. Postmaster,,2,
1220588,0,1,S496,F496,1,346.57,10/31/2006 12:00:00 AM,Distribution of mail pieces - Phoenix Direct,,1,
1220588,0,2,S496,F496,2,845.07,10/31/2006 12:00:00 AM,Postage cost for mail pieces - U.S. Postmaster,,2,
1220690,0,1,S496,F496,F4960000000000475783,1250,11/3/2006 12:00:00 AM,Mailer,,,
1137053,0,1,S496,F496,CI2434,85,9/10/2005 12:00:00 AM,Precinct Walking / Food,,,
1137053,0,2,S496,F496,CI2435,70.58,10/26/2005 12:00:00 AM,Precinct Walking / Food,,,
1137053,0,3,S496,F496,CI2436,268.98,10/27/2005 12:00:00 AM,Precinct Walking / Food,,,
1137053,0,4,S496,F496,CI2437,464.05,10/28/2005 12:00:00 AM,Precinct Walking / Food,,,
1137053,0,5,S496,F496,CI2438,97.50,10/29/2005 12:00:00 AM,Precinct Walking / Food,,,
1137053,0,6,S496,F496,CI2439,237.68,10/30/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,0,1,S496,F496,CI2440,85,10/31/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,0,2,S496,F496,CI2441,85,11/1/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,0,3,S496,F496,CI2442,85,11/2/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,0,4,S496,F496,CI2443,208.33,11/3/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,0,5,S496,F496,CI2444,1140.81,11/4/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,0,1,S496,F496,CI2445,190,11/5/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,0,2,S496,F496,CI2446,204.57,11/6/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,0,3,S496,F496,CI2447,333.97,11/7/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,0,4,S496,F496,CI2448,194.83,11/8/2005 12:00:00 AM,Precinct Walking / Food,,,
1137089,0,1,S496,F496,D241,2628,10/10/2005 12:00:00 AM,Event Expenses,,,
1137090,0,1,S496,F496,D242,400,11/2/2005 12:00:00 AM,Event Expenses,,,
1132431,1,1,S496,F496,D178,5350,10/28/2005 12:00:00 AM,Slate Mailer,,,
1132431,1,2,S496,F496,D183,8400,10/28/2005 12:00:00 AM,Slate Mailer,,,
1132431,1,3,S496,F496,D246,62.50,10/28/2005 12:00:00 AM,Event Expenses,,,
1132432,1,2,S496,F496,D183,8400,10/28/2005 12:00:00 AM,Slate Mailer,,,
1132432,1,3,S496,F496,D246,62.50,10/28/2005 12:00:00 AM,Event Expenses,,,
1132435,1,1,S496,F496,D178,5350,10/28/2005 12:00:00 AM,Slate Mailer,,,
1132435,1,2,S496,F496,D183,8400,10/28/2005 12:00:00 AM,Slate Mailer,,,
1132435,1,3,S496,F496,D246,62.50,10/28/2005 12:00:00 AM,Event Expenses,,,
1137092,0,1,S496,F496,D243,62.50,10/28/2005 12:00:00 AM,Event Expenses,,,
1137100,0,1,S496,F496,D284,291.67,11/7/2005 12:00:00 AM,Advertisement,,,
1137100,0,2,S496,F496,D289,391.66,11/7/2005 12:00:00 AM,Advertisement,,,
1137100,0,3,S496,F496,D296,118.62,11/3/2005 12:00:00 AM,Web Animation,,,
1137100,0,4,S496,F496,D297,87.50,10/27/2005 12:00:00 AM,Web Animation,,,
1137100,0,5,S496,F496,D304,125,11/3/2005 12:00:00 AM,Media,,,
1137101,0,1,S496,F496,D284,291.67,11/7/2005 12:00:00 AM,Advertisement,,,
1137101,0,2,S496,F496,D289,391.66,11/7/2005 12:00:00 AM,Advertisement,,,
1137101,0,3,S496,F496,D296,118.62,11/3/2005 12:00:00 AM,Web Animation,,,
1137101,0,4,S496,F496,D297,87.50,10/27/2005 12:00:00 AM,Web Animation,,,
1137101,0,5,S496,F496,D304,125,11/3/2005 12:00:00 AM,Media,,,
1137102,0,1,S496,F496,D284,291.67,11/7/2005 12:00:00 AM,Advertisement,,,
1137102,0,2,S496,F496,D294,391.67,11/7/2005 12:00:00 AM,Advertisement,,,
1137102,0,3,S496,F496,D297,87.50,10/27/2005 12:00:00 AM,Web Animation,,,
1137102,0,4,S496,F496,D301,118.63,11/3/2005 12:00:00 AM,Web Animation,,,
1137102,0,5,S496,F496,D304,125,11/3/2005 12:00:00 AM,Media,,,
1137103,0,1,S496,F496,D284,291.67,11/7/2005 12:00:00 AM,Advertisement,,,
1137103,0,2,S496,F496,D289,391.66,11/7/2005 12:00:00 AM,Advertisement,,,
1137103,0,3,S496,F496,D296,118.62,11/3/2005 12:00:00 AM,Web Animation,,,
1137103,0,4,S496,F496,D297,87.50,10/27/2005 12:00:00 AM,Web Animation,,,
1137103,0,5,S496,F496,D304,125,11/3/2005 12:00:00 AM,Media,,,
1137056,1,1,S496,F496,CI2440,85,10/31/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,1,2,S496,F496,CI2441,85,11/1/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,1,3,S496,F496,CI2442,85,11/2/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,1,4,S496,F496,CI2443,160.92,11/3/2005 12:00:00 AM,Precinct Walking / Food,,,
1137056,1,5,S496,F496,CI2444,1140.81,11/4/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,1,1,S496,F496,CI2445,190,11/5/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,1,2,S496,F496,CI2446,221.88,11/6/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,1,3,S496,F496,CI2447,737.61,11/7/2005 12:00:00 AM,Precinct Walking / Food,,,
1137058,1,4,S496,F496,CI2448,194.83,11/8/2005 12:00:00 AM,Precinct Walking / Food,,,
1136539,1,1,S496,F496,F496-581,49.11,11/4/2005 12:00:00 AM,Supplies,,,
1136539,1,2,S496,F496,F496-593,42.21,11/5/2005 12:00:00 AM,Food,,,
1136539,1,3,S496,F496,F496-589,128.63,11/4/2005 12:00:00 AM,Food,,,
1136539,1,4,S496,F496,F496-627,74.67,11/5/2005 12:00:00 AM,Food,,,
1136539,1,5,S496,F496,F496-569,625.21,11/3/2005 12:00:00 AM,Phonecalls,,,
1136539,1,6,S496,F496,F496-641,550,11/6/2005 12:00:00 AM,Est Cost of Addl Phonecalls thru 11/8,,,
1136539,1,7,S496,F496,F496-573,147.57,11/3/2005 12:00:00 AM,Food for volunteers,,,
1136539,1,8,S496,F496,F496-637,424.31,11/6/2005 12:00:00 AM,Food,,,
1136539,1,9,S496,F496,F496-585,1.77,11/4/2005 12:00:00 AM,Supplies,,,
1136539,1,10,S496,F496,F496-597,150,11/5/2005 12:00:00 AM,Food,,,
1136539,1,11,S496,F496,F496-623,25.51,11/5/2005 12:00:00 AM,Food,,,
1136540,1,1,S496,F496,F496-582,49.11,11/4/2005 12:00:00 AM,Supplies,,,
1136540,1,2,S496,F496,F496-594,42.22,11/5/2005 12:00:00 AM,Food,,,
1136540,1,3,S496,F496,F496-590,128.63,11/4/2005 12:00:00 AM,Food,,,
1136540,1,4,S496,F496,F496-628,74.67,11/5/2005 12:00:00 AM,Food,,,
1136540,1,5,S496,F496,F496-570,625.21,11/3/2005 12:00:00 AM,Phonecalls,,,
1136540,1,6,S496,F496,F496-642,550,11/6/2005 12:00:00 AM,Est Cost of Addl Phonecalls thru 11/8,,,
1136540,1,7,S496,F496,F496-574,147.56,11/3/2005 12:00:00 AM,Food for volunteers,,,
1136540,1,8,S496,F496,F496-638,424.30,11/6/2005 12:00:00 AM,Food,,,
1136540,1,9,S496,F496,F496-586,1.76,11/4/2005 12:00:00 AM,Supplies,,,
1136540,1,10,S496,F496,F496-598,150,11/5/2005 12:00:00 AM,Food,,,
1136540,1,11,S496,F496,F496-624,25.50,11/5/2005 12:00:00 AM,Food,,,
1137732,0,1,S496,F496,D496,2283.36,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1137733,0,1,S496,F496,D498,2283.37,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1137734,0,1,S496,F496,D498,2283.37,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1137732,1,1,S496,F496,D496,2283.36,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1137733,1,1,S496,F496,D498,2283.37,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1137734,1,1,S496,F496,D498,2283.37,11/3/2005 12:00:00 AM,Automated Telephone Communication,,,
1134876,1,1,S496,F496,EDT13,5387.50,11/1/2005 12:00:00 AM,Rental for 60 Call Stations,,,
1134876,1,2,S496,F496,EDT17,4500,11/1/2005 12:00:00 AM,Door Hangers,,,
1134876,1,3,S496,F496,EDT153,348.75,11/1/2005 12:00:00 AM,IT Consulting,,,
1134876,1,4,S496,F496,EDT157,17.48,11/1/2005 12:00:00 AM,Medical Visit,,,
1139825,0,1,S496,F496,3398,13512.98,12/27/2005 12:00:00 AM,MBR-POS,,,
1139825,0,2,S496,F496,3397,5770.02,12/27/2005 12:00:00 AM,MBR-LIT,,,
1140299,0,1,S496,F496,3416,2000,1/3/2006 12:00:00 AM,MBR-LIT,,,
1140299,1,1,S496,F496,3416,2000,1/3/2006 12:00:00 AM,MBR-LIT,,,
1140299,1,2,S496,F496,3422,3751.46,1/3/2006 12:00:00 AM,MBR-POS,,,
1140891,0,1,S496,F496,3423,6757.71,1/5/2006 12:00:00 AM,MBR-LIT,,,
1142224,0,1,S496,F496,F4960000386375,5876.83,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,1,1,S496,F496,F4960000386375,5084.91,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,1,2,S496,F496,F4960000386460,5876.83,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,1,3,S496,F496,F4960000386463,10169.82,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,2,1,S496,F496,F4960000325680,324.27,2/23/2005 12:00:00 AM,Printing,,,
1142224,2,2,S496,F496,F4960000325682,145,2/23/2005 12:00:00 AM,Printing,,,
1142224,2,3,S496,F496,F4960000386375,5084.91,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,2,4,S496,F496,F4960000386460,5876.83,3/28/2005 12:00:00 AM,Printing Literature,,,
1142224,2,5,S496,F496,F4960000386463,10169.82,3/28/2005 12:00:00 AM,Printing Literature,,,
1134820,1,1,S496,F496,F4960000368993,262,10/31/2005 12:00:00 AM,Mailer,,,
1134820,1,2,S496,F496,F4960000369002,133.33,11/1/2005 12:00:00 AM,Mailer,,,
1134820,1,3,S496,F496,F4960000369005,350.33,11/1/2005 12:00:00 AM,Mailer,,,
1134822,1,1,S496,F496,F4960000369000,262,10/31/2005 12:00:00 AM,Mailer,,,
1134822,1,2,S496,F496,F4960000369004,133.34,11/1/2005 12:00:00 AM,Mailer,,,
1193411,0,5,S496,F496,F4960000447589,1266.53,6/9/2006 12:00:00 AM,Printing,,,
1193411,0,6,S496,F496,F4960000448949,129.54,6/6/2006 12:00:00 AM,Phone Files,,,
1193411,0,7,S496,F496,F4960000448950,120.17,6/6/2006 12:00:00 AM,Mail Files,,,
1193417,0,1,S496,F496,F4960000447560,1561.56,6/2/2006 12:00:00 AM,Printing,,,
1193417,0,2,S496,F496,F4960000447568,212.80,6/5/2006 12:00:00 AM,Mail File,,,
1193417,0,3,S496,F496,F4960000447594,1124.60,6/20/2006 12:00:00 AM,Phone Bank,,,
1193417,0,4,S496,F496,F4960000447606,78.35,6/28/2006 12:00:00 AM,Phone File,,,
1193418,0,1,S496,F496,F4960000447557,4200,5/26/2006 12:00:00 AM,Survey,,,
1136798,1,2,S496,F496,EDT1551,280.87,11/7/2005 12:00:00 AM,TRS Staff/Spouse Travel; Lodging and Meals (voluntary disclosure of expenditures),,,
1136798,1,3,S496,F496,EDT1540,187.50,11/7/2005 12:00:00 AM,MTG Meetings & Appearances (voluntary disclosure of expenditures),,,
1136798,1,4,S496,F496,EDT1532,37500,11/7/2005 12:00:00 AM,Web - Information Technology Costs (voluntary disclosure of expenditure),,,
1136798,1,5,S496,F496,EDT1539,550,11/7/2005 12:00:00 AM,CNS Campaign Consultants (voluntary disclosure of expenditures),,,
1130639,1,2,S496,F496,D366,3161.04,10/24/2005 12:00:00 AM,Consulting,,,
1130639,1,3,S496,F496,D367,4795.16,10/24/2005 12:00:00 AM,Media,,,
1159056,0,1,S496,F496,EDT36,14721.27,3/28/2006 12:00:00 AM,Campaign Literature and Mailings,,,
1159070,0,2,S496,F496,F496-187,422.50,3/27/2006 12:00:00 AM,Design for Postcard Mailer,,,
1159070,0,4,S496,F496,F496-189,845,3/27/2006 12:00:00 AM,Design Work for Postcard,,,
1159071,0,1,S496,F496,F496-191,589.59,3/27/2006 12:00:00 AM,Mailhouse & Postage,,,
1159071,0,2,S496,F496,F496-193,2275,3/27/2006 12:00:00 AM,Consulting,,,
1159740,0,1,S496,F496,1,1875,3/14/2006 12:00:00 AM,HARD HAT DECALS - ESTIMATE DOES NOT INCLUDE SHIPPING AND TAX,,,
1159740,0,2,S496,F496,2,3000,3/14/2006 12:00:00 AM,BUMPER STICKERS - ESTIMATE DOES NOT INCLUDE SHIPPING AND TAX,,,
1159740,0,3,S496,F496,3,4145.40,3/17/2006 12:00:00 AM,T-SHIRTS - ESTIMATE DOES NOT INCLUDE SHIPPING AND TAX,,,
1159746,0,1,S496,F496,1,2828.90,3/21/2006 12:00:00 AM,T-SHIRTS,,,
1159746,0,2,S496,F496,2,450,3/14/2006 12:00:00 AM,HARD HAT DECALS - ESTIMATE DOES NOT INCLUDE SHIPPING AND TAX,,,
1159746,0,3,S496,F496,3,300,3/14/2006 12:00:00 AM,BUMPER STICKERS - ESTIMATE DOES NOT INCLUDE SHIPPING AND TAX,,,
1169668,0,1,S496,F496,EDT59,1750,5/8/2006 12:00:00 AM,Consulting Services,,,
1169701,0,1,S496,F496,EDT94,247.02,5/9/2006 12:00:00 AM,Mail File,,,
1169701,0,2,S496,F496,EDT96,3250,5/9/2006 12:00:00 AM,Radio Buy,,,
1168800,1,1,S496,F496,2006-1282,16500,5/3/2006 12:00:00 AM,Polling for Mailer,,2006-1282 ,
1168800,1,2,S496,F496,2006-1283,17171.22,5/3/2006 12:00:00 AM,Mailer,,2006-1283 ,
1168800,1,3,S496,F496,2006-1284,16846.22,5/3/2006 12:00:00 AM,Mailer,,2006-1284 ,
1171048,0,1,S496,F496,EDT19,360,5/15/2006 12:00:00 AM,ART WORK FOR MAILER,,,
1171048,0,2,S496,F496,EDT25,433,5/15/2006 12:00:00 AM,DATA FOR CANVASSING,,,
1171048,0,3,S496,F496,EDT33,3148.48,5/15/2006 12:00:00 AM,MAIL HOUSE AND POSTAGE,,,
1171051,0,2,S496,F496,EDT37,247.26,5/16/2006 12:00:00 AM,DATA FOR MAILING,,,
1171448,0,1,S496,F496,PDT11,1540,5/18/2006 12:00:00 AM,Printing & Mailing Costs,,,
1171448,0,2,S496,F496,EDT169,92,5/17/2006 12:00:00 AM,Data File,,,
1171842,0,1,S496,F496,2006-1605,3600,5/19/2006 12:00:00 AM,Slate Mailer,,2006-1605 ,
1172938,0,1,S496,F496,EDT51,29249,5/23/2006 12:00:00 AM,MAILERS,,,
1172938,0,2,S496,F496,EDT52,29249,5/23/2006 12:00:00 AM,MAILERS,,,
1172985,0,2,S496,F496,EDT79,18481.44,5/23/2006 12:00:00 AM,Campaign Literature and Mailings,,,
1173627,0,1,S496,F496,PDT350,15917.07,5/23/2006 12:00:00 AM,ESTIMATED COST OF MAILER,,,
1174411,0,1,S496,F496,EDT69,32024.76,5/25/2006 12:00:00 AM,Mailers,,,
1174411,0,2,S496,F496,EDT71,32024.76,5/25/2006 12:00:00 AM,Mailers,,,
1174661,0,1,S496,F496,2006-0599,19937.88,5/24/2006 12:00:00 AM,Mailer,,,
1177288,0,1,S496,F496,D348,2800,5/30/2006 12:00:00 AM,Billboard,,,
1177913,0,3,S496,F496,EDT71,2000,5/31/2006 12:00:00 AM,RADIO SPOT,,,
1178002,0,1,S496,F496,EDT10,4969.66,5/31/2006 12:00:00 AM,mailing,,,
1178018,0,1,S496,F496,1,2750,6/1/2006 12:00:00 AM,Sign Distribution,,,6/1/2006 12:00:00 AM
1178018,0,2,S496,F496,2,1200,6/1/2006 12:00:00 AM,Literature Distribution,,,6/5/2006 12:00:00 AM
1178018,0,3,S496,F496,3,10839.42,5/31/2006 12:00:00 AM,"Printing, postage & mailing",,,5/31/2006 12:00:00 AM
1178062,0,1,S496,F496,EDT130,125,5/31/2006 12:00:00 AM,Design Costs,,,
1178066,0,1,S496,F496,2006-2489,6153.78,5/31/2006 12:00:00 AM,Doorhanger,,2006-2489 ,
1178071,0,1,S496,F496,PDT17,78.48,5/31/2006 12:00:00 AM,MAIL HOUSE,,,
1178071,0,2,S496,F496,PDT18,139.31,5/31/2006 12:00:00 AM,DATA FOR MAILER,,,
1178071,0,3,S496,F496,PDT19,238.45,5/31/2006 12:00:00 AM,DATA FOR PHONE BANK,,,
1178071,0,4,S496,F496,PDT20,4221,5/31/2006 12:00:00 AM,PHONE BANK,,,
1178071,0,5,S496,F496,EDT34,9985.42,5/31/2006 12:00:00 AM,MAILHOUSE AND POSTAGE,,,
1178071,0,6,S496,F496,EDT37,5253.89,5/31/2006 12:00:00 AM,PRINTING,,,
1178071,0,7,S496,F496,EDT38,650,5/31/2006 12:00:00 AM,DESIGN,,,
1178079,0,1,S496,F496,2006-2490,3187.50,6/1/2006 12:00:00 AM,Phonebank,,2006-2490 ,
1178137,0,1,S496,F496,2006-0613,91178,6/1/2006 12:00:00 AM,Newspaper Advertisements,,2006-0613 ,
1178404,0,1,S496,F496,F496-741,37371,6/1/2006 12:00:00 AM,Mailing,,,
1177074,1,1,S496,F496,2006-0066,27873.10,5/29/2006 12:00:00 AM,mailhouse production,,,5/30/2006 12:00:00 AM
1178692,0,1,S496,F496,EDT178,10639.68,6/1/2006 12:00:00 AM,Mailer,,,
1178692,0,3,S496,F496,EDT187,4941.29,6/2/2006 12:00:00 AM,Mailer,,,
1178845,0,1,S496,F496,2006-2715,9756.27,6/2/2006 12:00:00 AM,Mailer,,2006-2715 ,
1178614,1,1,S496,F496,2006-2704,4081.18,6/1/2006 12:00:00 AM,Mailer,,2006-2704 ,
1179133,0,1,S496,F496,EDT137,5000,6/4/2006 12:00:00 AM,Phone Survey,,,
1171873,1,1,S496,F496,F496-6,180000,5/19/2006 12:00:00 AM,Cable Buy,,,
1171873,1,2,S496,F496,F496-20,14455.70,5/19/2006 12:00:00 AM,TV Production,,,
1176006,1,1,S496,F496,EDT227,32301.34,5/29/2006 12:00:00 AM,Est. salaries and other costs for walkers & phoners 5/27/06 to 6/2/06,,,
1178987,1,1,S496,F496,PDT107,2692.62,6/3/2006 12:00:00 AM,PHONE BANK,,,
1178987,1,2,S496,F496,PDT108,715.68,6/3/2006 12:00:00 AM,DATA FOR PHONE BANK,,,
1179319,0,1,S496,F496,EDT42,10030,6/5/2006 12:00:00 AM,BROADCAST ADVERTISING,,,
1179319,0,2,S496,F496,EDT43,501.50,6/5/2006 12:00:00 AM,CONSULTING,,,
1179357,0,1,S496,F496,EDT205,1433.33,6/5/2006 12:00:00 AM,Phone Banking,,,
1179638,0,1,S496,F496,EDT20,1616.25,6/6/2006 12:00:00 AM,Design & Production,,,
1179824,0,1,S496,F496,1,6000,6/6/2006 12:00:00 AM,Consulting,,,6/6/2006 12:00:00 AM
1179824,0,2,S496,F496,2,423.39,6/6/2006 12:00:00 AM,Mail file,,,6/6/2006 12:00:00 AM
1179824,0,3,S496,F496,3,6500,6/6/2006 12:00:00 AM,Design Services,,,6/6/2006 12:00:00 AM
1178953,1,1,S496,F496,2006-2716,5119.19,6/3/2006 12:00:00 AM,Mailer & Phonebank,,2006-2716 ,6/6/2006 12:00:00 AM
1171311,2,1,S496,F496,PDT1,10900,5/16/2006 12:00:00 AM,POLLING,,,
1171311,2,2,S496,F496,EDT212,99901.97,5/16/2006 12:00:00 AM,"MAILERS, RESEARCH AND PHONE BANK",,,
1171311,2,3,S496,F496,NON2271,31000,5/16/2006 12:00:00 AM,CONSULTING,,,
1199001,0,1,S496,F496,2006-2958,28200,9/1/2006 12:00:00 AM,Estimated Costs - see description below,,2006-2958 ,9/30/2006 12:00:00 AM
1200260,0,1,S496,F496,2593,16.61,8/24/2006 12:00:00 AM,IE - Schwarzenegger for Gov - Shipping,,,
1200260,0,2,S496,F496,2594,106.64,9/5/2006 12:00:00 AM,IE Schwarzenegger for Gov - Shipping,,,
1200260,0,3,S496,F496,2596,16.61,9/8/2006 12:00:00 AM,IE Shipping expense Arnold for Governor,,,
1200260,0,4,S496,F496,2606,2500,9/14/2006 12:00:00 AM,IE Arnold for Gov - Consulting,,,
1200756,0,1,S496,F496,2006-3405,3869.70,9/18/2006 12:00:00 AM,Staff Compensation and Expenses,,,9/30/2006 12:00:00 AM
1200756,0,2,S496,F496,2006-3406,3033.43,9/18/2006 12:00:00 AM,Newspaper Advertising,,,9/30/2006 12:00:00 AM
1200756,0,3,S496,F496,2006-3407,2551.35,9/18/2006 12:00:00 AM,Banners and Print Ads,,,
1200956,0,1,S496,F496,2006-3408,2750,9/19/2006 12:00:00 AM,Media Buy,,,
1202684,0,1,S496,F496,EDT1,8600,9/27/2006 12:00:00 AM,Literature,,,
1203727,0,1,S496,F496,EDT2,4212.26,10/3/2006 12:00:00 AM,Literature,,,
1204555,0,1,S496,F496,2006-3419,14060.63,10/5/2006 12:00:00 AM,Mailer,,2006-3419 ,
1201116,1,1,S496,F496,2006-3414,3698.24,9/19/2006 12:00:00 AM,Bumper Stickers,,,
1201116,1,2,S496,F496,2006-3415,9121.71,9/19/2006 12:00:00 AM,Yard Signs & Lapel Stickers,,,
1206170,0,1,S496,F496,D11,135000,10/10/2006 12:00:00 AM,RAD,,,
1206766,0,3,S496,F496,D441,175,10/10/2006 12:00:00 AM,OFC,,,
1206155,1,1,S496,F496,EDT1028,145000,10/11/2006 12:00:00 AM,Voter Contact 10/8/06 - 10/13/06 (estimate),,,
1207751,0,1,S496,F496,F496-107,7014.85,10/12/2006 12:00:00 AM,Mailer,,,
1207764,1,1,S496,F496,F496-21,2947.88,10/12/2006 12:00:00 AM,Mailer,,,
1177607,0,1,S496,F496,2006-2206,1614.20,5/30/2006 12:00:00 AM,Mailer,,2006-2206 ,
1177608,0,1,S496,F496,2006-2204,5380.68,5/30/2006 12:00:00 AM,Mailer,,2006-2204 ,
1177621,0,1,S496,F496,2006-2208,1614.20,5/30/2006 12:00:00 AM,Mailer,,2006-2208 ,
1177624,0,1,S496,F496,2006-2474,221.25,5/31/2006 12:00:00 AM,Mailer,,2006-2474 ,
1177718,0,1,S496,F496,EDT155,1697.77,5/31/2006 12:00:00 AM,"Food, Water, Supplies",,,
1177719,0,1,S496,F496,EDT156,1384.33,5/31/2006 12:00:00 AM,"Food, Water, Supplies",,,
1177720,0,1,S496,F496,EDT157,632.68,5/31/2006 12:00:00 AM,"Food, Water, Supplies",,,
1177347,1,1,S496,F496,F4960000430560,6162.50,5/31/2006 12:00:00 AM,Mailer,,,
1216635,0,1,S496,F496,EDT40,9946.77,10/31/2006 12:00:00 AM,Mailer,,,
1216691,0,1,S496,F496,1,8046.32,10/27/2006 12:00:00 AM,Mailer,,1,
1216691,0,2,S496,F496,2,8046.32,10/31/2006 12:00:00 AM,Mailer,,2,
1216833,0,1,S496,F496,EDT158,71.50,10/30/2006 12:00:00 AM,SHIPPING FOR TV BUY,,,
1216833,0,2,S496,F496,EDT167,41015,10/30/2006 12:00:00 AM,TV BUY,,,
